panel,series,progress_pct,mean_entropy,std_entropy,band_entropy,num_examples
gold,llama_gold,0.0,0.15780599292646177,0.2847833813928995,0.2847833813928995,543
gold,llama_gold,1.0,0.16410297262741652,0.26866944825854727,0.26866944825854727,543
gold,llama_gold,2.0,0.17039995232837138,0.26280992302193407,0.26280992302193407,543
gold,llama_gold,3.0,0.1766969320293263,0.2678785619479498,0.2678785619479498,543
gold,llama_gold,4.0,0.1829939117302813,0.28328938802057607,0.28328938802057607,543
gold,llama_gold,5.0,0.18929089143123615,0.3074913265119969,0.3074913265119969,543
gold,llama_gold,6.0,0.18564804028439444,0.29264972599845157,0.29264972599845157,543
gold,llama_gold,7.000000000000001,0.18200518913755293,0.2831352379453296,0.2831352379453296,543
gold,llama_gold,8.0,0.17836233799071102,0.2794924299480693,0.2794924299480693,543
gold,llama_gold,9.0,0.17471948684386948,0.281948981950144,0.281948981950144,543
gold,llama_gold,10.0,0.17107663569702758,0.29035012147353645,0.29035012147353645,543
gold,llama_gold,11.0,0.17156846397293463,0.28127831808338183,0.28127831808338183,543
gold,llama_gold,12.0,0.17206029224884115,0.27664674732424194,0.27664674732424194,543
gold,llama_gold,13.0,0.17255212052474783,0.2766784863040454,0.2766784863040454,543
gold,llama_gold,14.000000000000002,0.17304394880065455,0.2813719569521111,0.2813719569521111,543
gold,llama_gold,15.0,0.17353577707656098,0.2905012959209848,0.2905012959209848,543
gold,llama_gold,16.0,0.17463723308827256,0.2835290474436888,0.2835290474436888,543
gold,llama_gold,17.0,0.17573868909998405,0.2809964931170625,0.2809964931170625,543
gold,llama_gold,18.0,0.1768401451116956,0.28302284029925306,0.28302284029925306,543
gold,llama_gold,19.0,0.1779416011234073,0.28951237919169065,0.28951237919169065,543
gold,llama_gold,20.0,0.1790430571351188,0.30017577828102265,0.30017577828102265,543
gold,llama_gold,21.0,0.17916209044436981,0.29153636212466544,0.29153636212466544,543
gold,llama_gold,22.0,0.1792811237536208,0.2872752563816521,0.2872752563816521,543
gold,llama_gold,23.0,0.17940015706287188,0.2875871438910255,0.2875871438910255,543
gold,llama_gold,24.0,0.17951919037212277,0.29245739458533837,0.29245739458533837,543
gold,llama_gold,25.0,0.1796382236813739,0.301665311028439,0.301665311028439,543
gold,llama_gold,26.0,0.17999549330021344,0.2912302462604469,0.2912302462604469,543
gold,llama_gold,27.0,0.18035276291905303,0.2856776476761605,0.2856776476761605,543
gold,llama_gold,28.000000000000004,0.1807100325378929,0.2852927373987579,0.2852927373987579,543
gold,llama_gold,28.999999999999996,0.1810673021567328,0.2900960862007567,0.2900960862007567,543
gold,llama_gold,30.0,0.18142457177557242,0.29983845322330727,0.29983845322330727,543
gold,llama_gold,31.0,0.18066811578481617,0.29046224892895167,0.29046224892895167,543
gold,llama_gold,32.0,0.17991165979405985,0.2857302933225858,0.2857302933225858,543
gold,llama_gold,33.0,0.1791552038033036,0.2858733031246285,0.2858733031246285,543
gold,llama_gold,34.0,0.17839874781254766,0.29088408826264184,0.29088408826264184,543
gold,llama_gold,35.0,0.17764229182179153,0.3005192549857983,0.3005192549857983,543
gold,llama_gold,36.0,0.1771473243524335,0.29190616253464624,0.29190616253464624,543
gold,llama_gold,37.0,0.1766523568830751,0.28720255002028694,0.28720255002028694,543
gold,llama_gold,38.0,0.17615738941371703,0.2866009658995861,0.2866009658995861,543
gold,llama_gold,39.0,0.17566242194435913,0.29012692821412506,0.29012692821412506,543
gold,llama_gold,40.0,0.175167454475001,0.29763378033973326,0.29763378033973326,543
gold,llama_gold,41.0,0.17306614947492063,0.2834807775199972,0.2834807775199972,543
gold,llama_gold,42.0,0.17096484447483998,0.274505104814565,0.274505104814565,543
gold,llama_gold,43.0,0.1688635394747597,0.2712212588221288,0.2712212588221288,543
gold,llama_gold,44.0,0.16676223447467914,0.2738340870431523,0.2738340870431523,543
gold,llama_gold,45.0,0.16466092947459893,0.282179837228575,0.282179837228575,543
gold,llama_gold,46.0,0.166591738944983,0.2740190616985788,0.2740190616985788,543
gold,llama_gold,47.0,0.168522548415367,0.27123523856389226,0.27123523856389226,543
gold,llama_gold,48.0,0.17045335788575133,0.2739923099874715,0.2739923099874715,543
gold,llama_gold,49.0,0.17238416735613526,0.28212787890342783,0.28212787890342783,543
gold,llama_gold,50.0,0.1743149768265196,0.2951975897693629,0.2951975897693629,543
gold,llama_gold,51.0,0.17411694382635368,0.2827519559313098,0.2827519559313098,543
gold,llama_gold,52.0,0.17391891082618788,0.27536030460803557,0.27536030460803557,543
gold,llama_gold,53.0,0.173720877826022,0.27343281317023316,0.27343281317023316,543
gold,llama_gold,54.0,0.17352284482585612,0.2770835369993203,0.2770835369993203,543
gold,llama_gold,55.00000000000001,0.1733248118256903,0.2860990157750084,0.2860990157750084,543
gold,llama_gold,56.00000000000001,0.17351907677772768,0.2769032705125569,0.2769032705125569,543
gold,llama_gold,57.00000000000001,0.17371334172976519,0.2727518478934728,0.2727518478934728,543
