panel,series,progress_pct,mean_entropy,std_entropy,band_entropy,num_examples
gold,llama_gold,0.0,0.008242655319051929,0.0693407935259659,0.0693407935259659,543
gold,llama_gold,1.0,0.008250902021636072,0.06046807412406206,0.06046807412406206,543
gold,llama_gold,2.0,0.008259148724220216,0.055112730272666346,0.055112730272666346,543
gold,llama_gold,3.0,0.008267395426804342,0.05432513963456003,0.05432513963456003,543
gold,llama_gold,4.0,0.00827564212938848,0.058290747661128794,0.058290747661128794,543
gold,llama_gold,5.0,0.008283888831972617,0.0661602935138934,0.0661602935138934,543
gold,llama_gold,6.0,0.008880996625128488,0.06027106941171114,0.06027106941171114,543
gold,llama_gold,7.000000000000001,0.009478104418284382,0.05814422991560624,0.05814422991560624,543
gold,llama_gold,8.0,0.010075212211440275,0.06018000856752391,0.06018000856752391,543
gold,llama_gold,9.0,0.010672320004596154,0.0659943003914464,0.0659943003914464,543
gold,llama_gold,10.0,0.011269427797752052,0.07471006780472414,0.07471006780472414,543
gold,llama_gold,11.0,0.01184893994496238,0.0713436457993067,0.0713436457993067,543
gold,llama_gold,12.0,0.01242845209217277,0.07192259225096839,0.07192259225096839,543
gold,llama_gold,13.0,0.013007964239383133,0.07635721754931067,0.07635721754931067,543
gold,llama_gold,14.000000000000002,0.013587476386593475,0.08403934782742,0.08403934782742,543
gold,llama_gold,15.0,0.014166988533803868,0.0941776046109424,0.0941776046109424,543
gold,llama_gold,16.0,0.013394577003312185,0.08527217807841275,0.08527217807841275,543
gold,llama_gold,17.0,0.012622165472820518,0.07876608932742958,0.07876608932742958,543
gold,llama_gold,18.0,0.011849753942328824,0.07528398655328584,0.07528398655328584,543
gold,llama_gold,19.0,0.011077342411837166,0.07524685883472221,0.07524685883472221,543
gold,llama_gold,20.0,0.01030493088134552,0.07865958445954647,0.07865958445954647,543
gold,llama_gold,21.0,0.011207617173655223,0.08182349249549697,0.08182349249549697,543
gold,llama_gold,22.0,0.012110303465964955,0.08628070478931361,0.08628070478931361,543
gold,llama_gold,23.0,0.013012989758274689,0.0918431190219965,0.0918431190219965,543
gold,llama_gold,24.0,0.013915676050584415,0.09832334108646065,0.09832334108646065,543
gold,llama_gold,25.0,0.014818362342894137,0.10555246416397977,0.10555246416397977,543
gold,llama_gold,26.0,0.015517909492395635,0.10281736386241404,0.10281736386241404,543
gold,llama_gold,27.0,0.01621745664189707,0.10194182368201764,0.10194182368201764,543
gold,llama_gold,28.000000000000004,0.016917003791398513,0.10297328781333046,0.10297328781333046,543
gold,llama_gold,28.999999999999996,0.017616550940899967,0.10585602521363748,0.10585602521363748,543
gold,llama_gold,30.0,0.018316098090401422,0.11044517023593776,0.11044517023593776,543
gold,llama_gold,31.0,0.017363760617964446,0.10311233576922248,0.10311233576922248,543
gold,llama_gold,32.0,0.01641142314552745,0.09732031329558373,0.09732031329558373,543
gold,llama_gold,33.0,0.015459085673090447,0.09335633028853686,0.09335633028853686,543
gold,llama_gold,34.0,0.014506748200653476,0.09145838869540811,0.09145838869540811,543
gold,llama_gold,35.0,0.013554410728216481,0.0917547859972677,0.0917547859972677,543
gold,llama_gold,36.0,0.01384837233394622,0.09057002700873486,0.09057002700873486,543
gold,llama_gold,37.0,0.014142333939675952,0.09089621995498744,0.09089621995498744,543
gold,llama_gold,38.0,0.014436295545405691,0.09271741898171987,0.09271741898171987,543
gold,llama_gold,39.0,0.014730257151135427,0.09594853169247561,0.09594853169247561,543
gold,llama_gold,40.0,0.015024218756865163,0.10045359951756837,0.10045359951756837,543
gold,llama_gold,41.0,0.015037383985281101,0.0978558647008102,0.0978558647008102,543
gold,llama_gold,42.0,0.015050549213697091,0.09660487383323012,0.09660487383323012,543
gold,llama_gold,43.0,0.01506371444211306,0.09675288022590874,0.09675288022590874,543
gold,llama_gold,44.0,0.015076879670529012,0.09829356442497941,0.09829356442497941,543
gold,llama_gold,45.0,0.01509004489894502,0.10116331634742828,0.10116331634742828,543
gold,llama_gold,46.0,0.0139585995383176,0.09187858340010625,0.09187858340010625,543
gold,llama_gold,47.0,0.012827154177690188,0.08382250461475987,0.08382250461475987,543
gold,llama_gold,48.0,0.011695708817062792,0.07737978515900265,0.07737978515900265,543
gold,llama_gold,49.0,0.010564263456435382,0.07297897438095534,0.07297897438095534,543
gold,llama_gold,50.0,0.00943281809580798,0.0710007812014745,0.0710007812014745,543
gold,llama_gold,51.0,0.009460724707073084,0.06678694058638772,0.06678694058638772,543
gold,llama_gold,52.0,0.009488631318338173,0.06470990868778045,0.06470990868778045,543
gold,llama_gold,53.0,0.009516537929603282,0.0649749296243804,0.0649749296243804,543
gold,llama_gold,54.0,0.009544444540868384,0.06755444489318677,0.06755444489318677,543
gold,llama_gold,55.00000000000001,0.009572351152133493,0.07220080967538517,0.07220080967538517,543
gold,llama_gold,56.00000000000001,0.00948219581941937,0.06743158789377196,0.06743158789377196,543
gold,llama_gold,57.00000000000001,0.009392040486705243,0.06464974759780982,0.06464974759780982,543
gold,llama_gold,57.99999999999999,0.009301885153991109,0.0641145020532502,0.0641145020532502,543
gold,llama_gold,59.0,0.009211729821276982,0.06588063124395989,0.06588063124395989,543
gold,llama_gold,60.0,0.009121574488562842,0.06977359431159984,0.06977359431159984,543
gold,llama_gold,61.0,0.008531630518798902,0.06167912809769119,0.06167912809769119,543
gold,llama_gold,62.0,0.00794168654903495,0.0548237715784423,0.0548237715784423,543
gold,llama_gold,63.0,0.007351742579271006,0.04972270834076898,0.04972270834076898,543
gold,llama_gold,64.0,0.006761798609507058,0.04695125373043043,0.04695125373043043,543
gold,llama_gold,65.0,0.006171854639743112,0.046924017692856104,0.046924017692856104,543
gold,llama_gold,66.0,0.006224270081983201,0.04478341843144655,0.04478341843144655,543
gold,llama_gold,67.0,0.006276685524223289,0.044201976750611056,0.044201976750611056,543
gold,llama_gold,68.0,0.006329100966463383,0.045239849504679686,0.045239849504679686,543
gold,llama_gold,69.0,0.006381516408703478,0.04779165481587287,0.04779165481587287,543
gold,llama_gold,70.0,0.00643393185094358,0.05163341562556162,0.05163341562556162,543
gold,llama_gold,71.0,0.0069256413314181696,0.05191487098091094,0.05191487098091094,543
gold,llama_gold,72.0,0.0074173508118927775,0.05507032145890294,0.05507032145890294,543
gold,llama_gold,73.0,0.007909060292367372,0.06065285680847065,0.06065285680847065,543
gold,llama_gold,74.0,0.00840076977284197,0.06806790748429441,0.06806790748429441,543
gold,llama_gold,75.0,0.008892479253316583,0.07678641335790928,0.07678641335790928,543
gold,llama_gold,76.0,0.008716635455326537,0.06997166135163402,0.06997166135163402,543
gold,llama_gold,77.0,0.008540791657336474,0.0649129860956859,0.0649129860956859,543
gold,llama_gold,78.0,0.008364947859346421,0.06204144091673409,0.06204144091673409,543
gold,llama_gold,79.0,0.008189104061356369,0.06166333816625087,0.06166333816625087,543
gold,llama_gold,80.0,0.008013260263366314,0.0638230084859775,0.0638230084859775,543
gold,llama_gold,81.0,0.007909934127500684,0.058635470917388764,0.058635470917388764,543
gold,llama_gold,82.0,0.007806607991635075,0.05491343179600613,0.05491343179600613,543
gold,llama_gold,83.0,0.007703281855769452,0.05296674464164426,0.05296674464164426,543
gold,llama_gold,84.0,0.007599955719903827,0.05299142938871887,0.05299142938871887,543
gold,llama_gold,85.0,0.007496629584038213,0.0549848310336031,0.0549848310336031,543
gold,llama_gold,86.0,0.0077935554524326085,0.05634008482008497,0.05634008482008497,543
gold,llama_gold,87.0,0.008090481320827018,0.05874752378957308,0.05874752378957308,543
gold,llama_gold,88.0,0.008387407189221421,0.062084867926171405,0.062084867926171405,543
gold,llama_gold,89.0,0.00868433305761583,0.06621165289845457,0.06621165289845457,543
gold,llama_gold,90.0,0.008981258926010226,0.07099033746794212,0.07099033746794212,543
gold,llama_gold,91.0,0.00865508579478624,0.06479771973559913,0.06479771973559913,543
gold,llama_gold,92.0,0.008328912663562262,0.05972987191012873,0.05972987191012873,543
gold,llama_gold,93.0,0.008002739532338264,0.05609248933871371,0.05609248933871371,543
gold,llama_gold,94.0,0.007676566401114281,0.0541744752477882,0.0541744752477882,543
gold,llama_gold,95.0,0.007350393269890293,0.05415881112874341,0.05415881112874341,543
gold,llama_gold,96.0,0.00754311454768595,0.052597152349932265,0.052597152349932265,543
gold,llama_gold,97.0,0.007735835825481597,0.05284552469544994,0.05284552469544994,543
gold,llama_gold,98.0,0.007928557103277244,0.05487935821349564,0.05487935821349564,543
gold,llama_gold,99.0,0.008121278381072905,0.05851276671022546,0.05851276671022546,543
gold,llama_gold,100.0,0.008313999658868565,0.06347164099672956,0.06347164099672956,543
gold,llada_gold,0.0,0.023867526271299816,0.12782314839179384,0.12782314839179384,543
gold,llada_gold,1.0,0.02204042593871208,0.11736856551566423,0.11736856551566423,543
gold,llada_gold,2.0,0.0202133256061243,0.10933913399916628,0.10933913399916628,543
gold,llada_gold,3.0,0.018386225273536585,0.10429647847477592,0.10429647847477592,543
gold,llada_gold,4.0,0.016559124940948824,0.1026815843608771,0.1026815843608771,543
gold,llada_gold,5.0,0.014732024608361097,0.10465325249388646,0.10465325249388646,543
gold,llada_gold,6.0,0.013309422801483317,0.08966527249647432,0.08966527249647432,543
gold,llada_gold,7.000000000000001,0.011886820994605536,0.07793703897193431,0.07793703897193431,543
gold,llada_gold,8.0,0.01046421918772776,0.0711003946057026,0.0711003946057026,543
gold,llada_gold,9.0,0.009041617380849978,0.07059117012763287,0.07059117012763287,543
gold,llada_gold,10.0,0.007619015573972206,0.07653576683105831,0.07653576683105831,543
gold,llada_gold,11.0,0.007576706791515715,0.07373696140723418,0.07373696140723418,543
gold,llada_gold,12.0,0.007534398009059223,0.07146017996088683,0.07146017996088683,543
gold,llada_gold,13.0,0.007492089226602743,0.0697565561924417,0.0697565561924417,543
gold,llada_gold,14.000000000000002,0.007449780444146262,0.06866876227902277,0.06866876227902277,543
gold,llada_gold,15.0,0.007407471661689778,0.06822626080442314,0.06822626080442314,543
gold,llada_gold,16.0,0.007193768263792229,0.06258894250729999,0.06258894250729999,543
gold,llada_gold,17.0,0.006980064865894675,0.05907090533086039,0.05907090533086039,543
gold,llada_gold,18.0,0.006766361467997125,0.05805868634949706,0.05805868634949706,543
gold,llada_gold,19.0,0.006552658070099568,0.059679924063686836,0.059679924063686836,543
gold,llada_gold,20.0,0.006338954672202014,0.06373396805049772,0.06373396805049772,543
gold,llada_gold,21.0,0.00660521555684263,0.0641784965850032,0.0641784965850032,543
gold,llada_gold,22.0,0.006871476441483254,0.06568409426647556,0.06568409426647556,543
gold,llada_gold,23.0,0.0071377373261238665,0.0681805040356116,0.0681805040356116,543
gold,llada_gold,24.0,0.007403998210764485,0.07156411179312928,0.07156411179312928,543
gold,llada_gold,25.0,0.007670259095405092,0.07571606922031575,0.07571606922031575,543
gold,llada_gold,26.0,0.0076786863984735455,0.07119761017414133,0.07119761017414133,543
gold,llada_gold,27.0,0.007687113701541991,0.06892594860660307,0.06892594860660307,543
gold,llada_gold,28.000000000000004,0.00769554100461043,0.06912295731961252,0.06912295731961252,543
gold,llada_gold,28.999999999999996,0.007703968307678891,0.07176830920661058,0.07176830920661058,543
gold,llada_gold,30.0,0.007712395610747344,0.07660879404232943,0.07660879404232943,543
gold,llada_gold,31.0,0.006996150434825979,0.06590011387347142,0.06590011387347142,543
gold,llada_gold,32.0,0.006279905258904617,0.05663855386123001,0.05663855386123001,543
gold,llada_gold,33.0,0.005563660082983262,0.04964080629366382,0.04964080629366382,543
gold,llada_gold,34.0,0.0048474149070619,0.04595298256388975,0.04595298256388975,543
gold,llada_gold,35.0,0.004131169731140545,0.04637161475070568,0.04637161475070568,543
gold,llada_gold,36.0,0.004817261336260323,0.04619166230341451,0.04619166230341451,543
gold,llada_gold,37.0,0.005503352941380117,0.04894038686423012,0.04894038686423012,543
gold,llada_gold,38.0,0.006189444546499891,0.05417381336763524,0.05417381336763524,543
gold,llada_gold,39.0,0.00687553615161968,0.061258398864688444,0.061258398864688444,543
gold,llada_gold,40.0,0.007561627756739473,0.06963138370334307,0.06963138370334307,543
gold,llada_gold,41.0,0.0075112632209625545,0.0633523842991784,0.0633523842991784,543
gold,llada_gold,42.0,0.007460898685185648,0.05924983259175389,0.05924983259175389,543
gold,llada_gold,43.0,0.0074105341494087274,0.057789132141973655,0.057789132141973655,543
gold,llada_gold,44.0,0.007360169613631824,0.05916627410193732,0.05916627410193732,543
gold,llada_gold,45.0,0.007309805077854912,0.06319600663254109,0.06319600663254109,543
gold,llada_gold,46.0,0.008590900460181952,0.059317013956372025,0.059317013956372025,543
gold,llada_gold,47.0,0.009871995842509007,0.06107565780110792,0.06107565780110792,543
